model,num_documents,gold_index,question,gold_answers,em_first_line,em_full,model_answer_failed,model_answer
gemini-2.5-flash,10,0,where is the tv show the curse of oak island filmed,Oak Island,1.0,1.0,False,The TV show *The Curse of Oak Island* is filmed on Oak Island.
gemini-2.5-flash,10,0,where is gall bladder situated in human body,beneath the liver,1.0,1.0,False,"In humans, the pear-shaped gallbladder is situated beneath the liver. It lies in a shallow depression below the right lobe of the liver. The fundus and body of the gallbladder rest against the gallbladder fossa, which is found beneath the junction of hepatic segments IVB and V."
gemini-2.5-flash,10,0,who is the current director of the us mint,David J. Ryder|David Motl,1.0,1.0,False,"The position of Director of the United States Mint is currently vacant. The senior career official at the Mint since January 20, 2017, has been Acting Principal Deputy Director David Motl."
gemini-2.5-flash,10,0,what is the main mineral in lithium batteries,Lithium|lithium,1.0,1.0,False,"The provided documents do not explicitly state the main mineral in lithium batteries. However, Document [1] mentions that lithium became an important component of battery electrolytes and electrodes. Document [3] discusses ""Li-based electrolytes used in Li-ion batteries"" and ""batteries with cathodes,"" implying that lithium is a key component, but it does not specify a ""main mineral."""
gemini-2.5-flash,10,0,right to property according to the constitution of india is a,constitutional right,0.0,0.0,False,"According to the Constitution of India, the right to property is no longer a fundamental right, but it remains a constitutional or legal right [1, 3].  Originally, the Constitution provided for the right to property under Articles 19 and 31 [8]. Article 19 guaranteed citizens the right to acquire, hold, and dispose of property, while Article 31 stated that no person could be deprived of their property except by authority of law and that compensation would be paid for"
gemini-2.5-flash,10,0,who is the president of usa right now,Donald Trump,1.0,1.0,False,"Donald Trump is the 45th and current president of the USA, inaugurated on January 20, 2017."
gemini-2.5-flash,10,0,what part of the brain is in the middle cranial fossa,pituitary gland|the temporal lobes|the pituitary gland|temporal lobes,1.0,1.0,False,The middle cranial fossa houses the temporal lobes of the brain and the pituitary gland.
gemini-2.5-flash,10,0,where do the greasers live in the outsiders,"Tulsa, Oklahoma",1.0,1.0,False,"The greasers in *The Outsiders* live in Tulsa, Oklahoma. This setting is in 1965, though it is not explicitly stated in the book [1, 5]."
gemini-2.5-flash,10,0,who died in the plane crash greys anatomy,Dr. Lexie Grey|Lexie,1.0,1.0,False,"In the plane crash in *Grey's Anatomy*, Dr. Lexie Grey ultimately dies. Another character, Dr. Mark Sloan, also dies due to the reverberations of the aviation accident."
gemini-2.5-flash,10,0,where do they grow hops in the us,"Yakima (Washington)|Idaho|Washington|western Canyon County, Idaho|Willamette (Oregon)|Oregon",1.0,1.0,False,"In the United States, hops are grown in several key regions. The Yakima Valley in Washington and the Willamette Valley in Oregon are important production centers. Western Canyon County, Idaho, including the communities of Parma, Wilder, Greenleaf, and Notus, also grows hops. Historically, the Puget Sound region in Washington was home to a large hop ranch in the late 19th century. More recently, native New Mexican hops (subspecies neomexicanus) have been planted and harvested"
gemini-2.5-flash,10,0,what's the dog's name on tom and jerry,Spike,1.0,1.0,False,The dog's name on Tom and Jerry is Spike. He is occasionally referred to as Butch or Killer.
gemini-2.5-flash,10,0,in which regions are most of africa petroleum and natural gas found,Nigeria,0.0,1.0,False,"Most of Africa's petroleum and natural gas resources are found in North Africa and sub-Saharan Africa.  North Africa is dominant in oil and gas, with Libya holding approximately 50% of Africa's oil reserves. Algeria also has prevalent oil and natural gas resources.  In sub-Saharan Africa, significant amounts of undiscovered conventional natural gas are found. Nigeria is the largest oil and gas producer in Africa. Other countries with notable oil and gas resources include Gabon, Cameroon, Congo,"
gemini-2.5-flash,10,0,in which sea pearl is found in india,the Indian Ocean,0.0,0.0,False,"In India, pearls are found in the Gulf of Mannar and the Laccadive Sea (also known as the Arabian Sea). Historically, pearl diving has been conducted in the Gulf of Mannar, and the Laccadive Sea is noted for its pearl extraction."
gemini-2.5-flash,10,0,how many countries are a part of opec,14,0.0,0.0,False,"As of June 2018, OPEC has 15 member countries. However, Qatar intends to leave OPEC on January 1, 2019, and Ecuador withdrew from OPEC in December (the specific year is not provided for Ecuador's withdrawal in this context, but it is mentioned as a past event). The current members listed include Algeria, Angola, Ecuador, Equatorial Guinea, Gabon, Iran, Iraq, Kuwait, Libya, Nigeria, Qatar, the Republic of the Congo"
gemini-2.5-flash,10,0,what type of car is a jeep considered,off-road vehicles|light utility vehicles|sport utility vehicles,1.0,1.0,False,"Jeep's current product range consists solely of sport utility vehicles and off-road vehicles. Some of their vehicles, like the Grand Cherokee and Wagoneer, extend into the luxury segment. Historically, Jeep has also produced pickup trucks."
gemini-2.5-flash,10,0,what is the name of manchester united stadium,Old Trafford,1.0,1.0,False,"The name of Manchester United's stadium is Old Trafford. The club moved to Old Trafford in 1910. Before 1902, when they were known as Newton Heath, they played at North Road and then Bank Street."
gemini-2.5-flash,10,0,who sings the theme song for the proud family,Destiny's Child|Solange Knowles,1.0,1.0,False,Destiny's Child and Solange Knowles perform the theme song for *The Proud Family*.
gemini-2.5-flash,10,0,who wrote cant get you out of my head lyrics,Cathy Dennis and Rob Davis|Rob Davis|Cathy Dennis,1.0,1.0,False,"The lyrics for ""Can't Get You Out of My Head"" were jointly written by Cathy Dennis and Rob Davis."
gemini-2.5-flash,10,0,who may be affected by monetary penalties imposed by the irs,Taxpayers in the United States,1.0,1.0,False,The IRS may impose monetary penalties on taxpayers in the United States for various failures related to Federal tax matters [1]. These penalties can be substantial [2].  Specific examples of those who may be affected include: *   **Taxpayers who underestimate estimated tax payments** [2]. *   **Pension and benefit plans** for a variety of failures [3]. *   **Charities and private foundations** for prohibited transactions and other failures [3]. *   **Individuals who are
gemini-2.5-flash,10,0,who turned out to be the mother on how i met your mother,Tracy McConnell,1.0,1.0,False,The mother on How I Met Your Mother is Tracy McConnell. She is played by Cristin Milioti.
gemini-2.5-flash,10,0,what is the corporate tax rate in great britain,20%,1.0,1.0,False,"As of April 2015, the main corporate tax rate in the United Kingdom is a flat rate of 20%."
gemini-2.5-flash,10,0,what is the meaning of the name sinead,God forgave/God gratified,1.0,1.0,False,"Sinéad is an Irish feminine name derived from the French Jeanette, which is cognate to the English Janet. Janet is a feminine form of the Hebrew Yohannan, meaning ""God forgave/God gratified."" In English, Sinéad is commonly translated as Jane or Jennifer, or as the female version of the Scottish name Jean. It is also a diminutive form of the name Siobhan."
gemini-2.5-flash,10,0,what network is showing the monday night football game,ESPN,1.0,1.0,False,"Monday Night Football (MNF) is broadcast on ESPN in the United States. From 1970 to 2005, it aired on ABC."
gemini-2.5-flash,10,0,what is the form of mozart symphony no 40,G minor|minor key symphonies,0.0,0.0,False,"The provided search results do not contain information about the form of Mozart's Symphony No. 40. They discuss its composition date, its relation to other symphonies, its versions, and performance history, but not its structural form."
gemini-2.5-flash,10,0,what was the city of beijing previously known as,Peking,0.0,0.0,False,"The city of Beijing was previously known by several names. It was called Jicheng or the City of Ji until the 2nd century AD. Due to its historical association with the State of Yan, it was also known as Yanjing or the ""Yan Capital.""  During the Liao dynasty, the city was officially renamed Nanjing, Youdu Fu, and later Nanjing, Xijin Fu. It was also colloquially referred to as Yanjing during this time. In 1122"
gemini-2.5-flash,10,0,when is the fourth movie of the divergent series coming out,never made,1.0,1.0,False,"The fourth film in The Divergent Series, titled *The Divergent Series: Ascendant*, was never made due to the poor box office performance of the third installment, *The Divergent Series: Allegiant*. Producers considered making the fourth film a television movie, but the decision was not finalized, and the lead actress, Shailene Woodley, expressed doubts about returning for a television format. In February 2017, it was announced that the fourth film would be a television project"
gemini-2.5-flash,10,0,who will take the throne after the queen dies,"Charles, Prince of Wales",1.0,1.0,False,"Upon the death of Queen Elizabeth II, her eldest son, Charles, Prince of Wales, will become King Charles III. He is the heir apparent. After him, the line of succession continues with Prince William, Duke of Cambridge (Charles's elder son), followed by Prince George (William's eldest child), Princess Charlotte, and Prince Louis."
gemini-2.5-flash,10,0,who is the girl in green day 21 guns,Lisa Stelly,1.0,1.0,False,"The girl in Green Day's ""21 Guns"" music video is Lisa Stelly, who plays the role of Gloria, one of the album's two protagonists."
gemini-2.5-flash,10,0,what are the zords in the power rangers movie,animal-themed Ninja Zords,0.0,0.0,False,"In the Power Rangers movie, the Zords are colossal assault machines that can combine into a giant humanoid machine (Document 5). They are revealed by Alpha to inspire the Rangers (Document 3). The Rangers use their Zords to battle Putties and head to Angel Grove (Document 2). After the Rangers destroy the Putties, Goldar pushes the Rangers and their Zords into a fiery pit. In the pit, the Zords combine and form the Megazord (Document 2"
gemini-2.5-flash,10,0,who decides the number of judges in the high court,the President of India,1.0,1.0,False,"The number of judges in a High Court is decided by the President of India. This number is determined by dividing the average number of main cases instituted over the last five years by the national average, or the average rate of disposal of main cases per judge per year in that High Court, whichever is higher."
gemini-2.5-flash,10,0,name the process of fusion of an egg with a sperm,fertilization|Human fertilization,1.0,1.0,False,The process of fusion of an egg with a sperm is called fertilization. This union results in the formation of a diploid cell known as a zygote.
gemini-2.5-flash,10,0,the vascular layer of the eye is the,middle layer|The uvea|uvea,1.0,1.0,False,"The vascular layer of the eye is the choroid, also known as the choroidea or choroid coat [7]. It is part of the uveal tract, which also includes the ciliary body and iris [7]. The uvea itself is the vascular middle layer of the eye [1]."
gemini-2.5-flash,10,0,the cuban revolt against spain was led by,Máximo Gomez|Antonio Maceo|José Martí,0.0,1.0,False,"The Cuban revolt against Spain was led by several figures throughout different periods.  José Martí led the Cuban War of Independence, which began in 1895, though he was killed shortly after landing on May 19, 1895 [1, 9]. Máximo Gomez and Antonio Maceo continued to fight in this war [1].  Earlier revolts also had distinct leaders: *   A rebellion in 1868, which resulted in the Ten"
gemini-2.5-flash,10,0,when was the first documented case of tool mark identification,1835,1.0,1.0,False,"The first successful documented case of forensic firearm examination, which involves tool mark identification, occurred in 1835. In this case, a member of the Bow Street Runners in London matched a recovered bullet from a murder victim to a specific mold in a suspect's home."
gemini-2.5-flash,10,0,who has won the mens singles title in the australian open tennis tournament,Roger Federer,0.0,1.0,False,"Based on the provided documents, the following players have won the men's singles title at the Australian Open:  *   **Roger Federer** (2018, 2017) *   **Novak Djokovic** (2016) *   **Jimmy Connors** (1974)"
gemini-2.5-flash,10,0,when did beds become popular in france and germany,the 12th century,0.0,1.0,False,"Beds became popular in France and Germany at different times and in various forms.  In France: *   **12th Century:** Luxury increased, and bedsteads made of wood with inlaid, carved, and painted ornamentation became common. Folding beds were also used, serving as couches by day and beds at night. Metal bedsteads, higher at the head than the feet, were in use until the 13th century. *   **14th Century:** Feather beds became"
gemini-2.5-flash,10,0,who wrote the song the glory of love,Billy Hill,0.0,1.0,False,"The song ""Glory of Love"" has been written by different individuals for different versions.  *   **Billy Hill** wrote the song ""The Glory of Love"" which was recorded by Benny Goodman in 1936 and later by The Five Keys in 1951 [1]. *   **Peter Cetera, David Foster, and Diane Nini** wrote and composed the 1986 song ""Glory of Love"" [2, 3]. Peter"
gemini-2.5-flash,10,0,who wrote the book the origin of species,Charles Darwin,1.0,1.0,False,"Charles Darwin wrote the book ""On the Origin of Species"" (or more completely, ""On the Origin of Species by Means of Natural Selection, or the Preservation of Favoured Races in the Struggle in Life""). It was published on November 24, 1859, and is considered the foundation of evolutionary biology."
gemini-2.5-flash,10,0,who sang rip it up and start again,Scottish post-punk band Orange Juice|Orange Juice,0.0,0.0,False,"""Rip It Up and Start Again"" is the title of a book by Simon Reynolds about the post-punk musical genre and era, first released in the UK in April 2005 [2, 9]. It is not a song."
gemini-2.5-flash,10,0,where are the winter olympics and when do they start,"Pyeongchang County, South Korea|Pyeongchang, South Korea|9 to 25 February 2018|9 February",0.0,0.0,False,"The 2022 Winter Olympics, also known as Beijing 2022, are scheduled to take place from February 4 to February 20, 2022, in Beijing and towns in the neighboring Hebei province, People's Republic of China."
gemini-2.5-flash,10,0,when does the miz and maryse show start,2018,1.0,1.0,False,"The reality show ""Miz & Mrs."" starring The Miz and Maryse is scheduled to premiere in 2018."
gemini-2.5-flash,10,0,where was the first season of slasher filmed,"Orangeville, Ontario, Canada|Sudbury, Parry Sound",1.0,1.0,False,"The first season of *Slasher*, retroactively subtitled *The Executioner*, was filmed in Sudbury, Parry Sound, and Sault Ste. Marie, Ontario, Canada. These locations stood in for the fictional town of Waterbury, Canada. Filming took place between July and October 2015."
gemini-2.5-flash,10,0,who said if a tree falls in the woods and nobody hears it,Philosopher George Berkeley|Charles Riborg Mann|George Ransom Twiss,0.0,1.0,False,"The exact origin of the phrase ""If a tree falls in the woods and nobody hears it"" is not definitively attributed to a single individual.  However, the question ""When a tree falls in a lonely forest, and no animal is near by to hear it, does it make a sound? Why?"" appeared in the 1910 book *Physics* by Charles Riborg Mann and George Ransom Twiss [1].  A similar question was posed in June 1883 in"
gemini-2.5-flash,10,0,turkish finnish and hungarian belong to which family of languages,Uralic languages,1.0,1.0,False,"Finnish and Hungarian belong to the Uralic language family [1, 6]. The consensus among linguists today is that Hungarian is a member of the Uralic family [6]. The Uralic languages, including Finnish and Hungarian, are distinct from the Indo-European family [3].  Historically, there was a debate regarding the classification of Hungarian, with some suggesting a closer relationship to Turkic languages or even a larger Ural-Altaic superfamily that would include both Uralic and Turkic languages"
gemini-2.5-flash,10,0,when did united states enter world war i,April 1917,0.0,0.0,False,"The United States entered World War I on April 6, 1917, when Congress voted to declare war on Germany. This decision came after more than two and a half years of efforts by President Woodrow Wilson to keep the U.S. out of the conflict. Later, on December 7, 1917, the U.S. also declared war on Austria-Hungary."
gemini-2.5-flash,10,0,who has given the theory of unbalanced economic growth,Hirschman,1.0,1.0,False,"The theory of unbalanced growth is generally associated with Hirschman, who presented a complete theoretical formulation of the strategy."
gemini-2.5-flash,10,0,where did the term spirits for alcohol come from,Middle Eastern alchemy,1.0,1.0,False,"The term ""spirit"" in reference to alcohol originated from Middle Eastern alchemy [1]. Alchemists were interested in medical elixirs, and the vapor collected during the distillation of alcohol was called a ""spirit"" of the original material [1]. This concept of ""spirit"" referred to the essence of a substance [2]."
gemini-2.5-flash,10,0,who led the soldiers in ending the raid on the harper's ferry arsenal,Colonel Robert E. Lee|First Lieutenant Israel Greene|Brevet Colonel Robert E. Lee,1.0,1.0,False,Colonel Robert E. Lee was in overall command of the operation to retake the arsenal at Harpers Ferry. The U.S. Marines company that defeated John Brown's party was led by First Lieutenant Israel Greene.
gemini-2.5-flash,10,0,when did disney art of animation resort open,"May 31, 2012",1.0,1.0,False,"Disney's Art of Animation Resort opened its family suites on May 31, 2012, and its standard rooms on September 15, 2012."
gemini-2.5-flash,10,0,where would a subcutaneous injection be made in the skin,the subcutis,1.0,1.0,False,"A subcutaneous injection is administered into the subcutis, which is the layer of skin directly below the dermis and epidermis [1]. This layer is also referred to as the subcutaneous or adipose layer [10]. Common sites for administration include the fat tissues behind the arm [2], the abdomen, or the thigh [8]. Other possible locations include the lower abdomen, lower back, buttocks, or hips, especially for subcutaneous pellet implants [9]."
gemini-2.5-flash,10,0,where are most nutrients absorbed in the human digestive tract,The small intestine|small intestine,1.0,1.0,False,"Most nutrients are absorbed in the small intestine [1]. The small intestine is where the end absorption of food takes place [1]. It uses small, finger-like protrusions called villi to absorb nutrients and minerals from food [1]. The duodenum, the shortest part of the small intestine, is where preparation for absorption begins [1].  The large intestine also plays a role in absorption, primarily absorbing water and any remaining absorbable nutrients from food [3, 5]. It also absorbs vitamins created"
gemini-2.5-flash,10,0,when do primary ossification centers appear in an embryo,prenatal development,1.0,1.0,False,"Primary ossification centers typically appear during prenatal development. In long bones, they occur in the diaphysis/shaft, and in irregular bones, they are usually found in the body of the bone [1]. Most bones have only one primary center, such as all long bones, but some irregular bones like the os coxa (hip) and vertebrae have multiple primary centers [1, 4].  Specific examples of primary ossification center appearance in an embryo include: *   **Premax"
gemini-2.5-flash,10,0,where does kevins family go in home alone 2,Florida,1.0,1.0,False,"In *Home Alone 2: Lost in New York*, Kevin's family decides to take a trip to Florida."
gemini-2.5-flash,10,0,when is season 2 of jessica jones being released,"March 8, 2018",1.0,1.0,False,"Season 2 of Jessica Jones is scheduled to be released on March 8, 2018."
gemini-2.5-flash,10,0,what is final season of game of thrones,The eighth|eighth|the eighth season,1.0,1.0,False,The eighth season is the final season of the fantasy drama television series Game of Thrones. It was announced by HBO in July 2016 and will have six episodes.
gemini-2.5-flash,10,0,an edge that is between a vertex and itself is a,loop,1.0,1.0,False,"An edge that connects a vertex to itself is called a loop, or a self-loop."
gemini-2.5-flash,10,0,when does the little couples new season start,"September 19, 2017",1.0,1.0,False,"The new season of The Little Couple premiered on September 19, 2017."
gemini-2.5-flash,10,0,how tall is the actor who plays hagrid in harry potter,6ft 1in,1.0,1.0,False,"Robbie Coltrane, the actor who plays Hagrid, is 6ft 1in tall. However, an unnamed 8ft actor stands in for him in some scenes to emphasize Hagrid's height. Martin Bayfield also portrayed Hagrid as a stunt performer in longer shots due to his large size."
gemini-2.5-flash,10,0,what is the job of justice of the peace,dispense summary justice,0.0,1.0,False,"A justice of the peace (JP) is a judicial officer, often of a lower court, who is elected or appointed to ""keep the peace"" [1]. The specific duties of a JP can vary significantly depending on the jurisdiction.  In some common law jurisdictions, JPs dispense summary justice or handle local administrative applications [1]. They are typically appointed or elected from the citizens of the jurisdiction and may not be required to have formal legal education [1, 5].  Here are some examples"
gemini-2.5-flash,10,0,who won the oscar for best picture in 1976,Rocky,1.0,1.0,False,The Academy Award for Best Picture in 1976 went to *Rocky*.
gemini-2.5-flash,10,0,who has trained the most melbourne cup winners,Bart Cummings,1.0,1.0,False,"Bart Cummings has trained the most Melbourne Cup winners, with 12 victories up to 2008."
gemini-2.5-flash,10,0,who was involved in the mapp vs ohio case,Dollree Mapp,0.0,1.0,False,"The individuals involved in the *Mapp v. Ohio* case include:  *   **Dollree Mapp:** The central figure in the case, whose home was searched by police. She was an employee in illegal gambling rackets and was initially suspected of harboring a numbers operator and possessing illegal betting slips and equipment [1]. She was later prosecuted for possession of pornographic books found during the search [7]. *   **Virgil Ogletree:** A numbers operator wanted for questioning in a"
gemini-2.5-flash,10,0,who was kat slater's sisters in eastenders,Zoe|Little Mo|Lynne,1.0,1.0,False,"In *EastEnders*, Kat Slater's sisters are Lynne, Little Mo, and Zoe. Lynne is the eldest of the Slater sisters and arrived in Albert Square in 2000 with Kat, Little Mo, Zoe, their father Charlie, and grandmother Mo. Lynne was aware that Zoe was Kat's daughter and helped keep it a secret until Kat revealed the truth."
gemini-2.5-flash,10,0,when did the philadelphia eagles play in the super bowl last,Super Bowl LII,0.0,0.0,False,"The Philadelphia Eagles last played in the Super Bowl on February 6, 2005, in Super Bowl XXXIX. They played against the New England Patriots at ALLTEL Stadium in Jacksonville, Florida, and lost 24–21."
gemini-2.5-flash,10,0,what is the cross on a letter t called,arm|crossbar,1.0,1.0,False,The cross on a letter T is called a crossbar.
gemini-2.5-flash,10,0,who plays the evil doctor in wonder woman,Elena Anaya|Spanish actress Elena Anaya,1.0,1.0,False,Elena Anaya portrayed the original Princess Maru incarnation of Doctor Poison in the 2017 film *Wonder Woman*.
gemini-2.5-flash,10,0,who starred in the movie summer of 42,Oliver Conant|Christopher Norris|Gary Grimes|Katherine Allentuck|Jennifer O'Neill|Jerry Houser|Robert Mulligan|Maureen Stapleton,1.0,1.0,False,"The movie *Summer of '42* starred Gary Grimes as Hermie, Jerry Houser as Oscy, Oliver Conant as Benjie, Jennifer O'Neill as Hermie's love interest, and Katherine Allentuck and Christopher Norris as a pair of girls. Robert Mulligan also had an uncredited role as the voice of the adult Hermie, and Maureen Stapleton appeared in a small, uncredited voice role."
gemini-2.5-flash,10,0,what album is sacrifice by elton john on,Sleeping with the Past.|Sleeping with the Past,1.0,1.0,False,"The song ""Sacrifice"" by Elton John appears on the 1989 album *Sleeping with the Past*."
gemini-2.5-flash,10,0,when did they replace lead with graphite in pencils,never contained the element lead,1.0,1.0,False,"Pencils never contained the element lead. The misconception that pencils contain lead stems from the fact that the substance was initially thought to be a form of lead, hence it was called plumbago (Latin for ""lead ore""). The words for pencil in several languages, such as German (bleistift) and Irish (peann luaidhe), literally mean ""lead pen.""  Graphite's usefulness for pencils was discovered in the 16th century. From that time, all pencils were"
gemini-2.5-flash,10,0,where can you find dna in the body,chromosomes in a cell|inside the cell nucleus,0.0,1.0,False,"DNA can be found in almost all cells of our bodies, with the exception of red blood cells [2, 5]. Specifically, DNA is located in two different places within a cell: the nucleus and the mitochondria [2].  In eukaryotic cells (which include human cells), most DNA is stored inside the cell nucleus [1, 6]. This is known as nuclear DNA [4, 5]. Some DNA is also found in organelles like mitochondria [1, 2, 6]."
gemini-2.5-flash,10,0,who won the most medals in the 1924 winter olympics,Norway,1.0,1.0,False,"Norway won the most medals at the 1924 Winter Olympics, collecting seventeen medals in total."
gemini-2.5-flash,10,0,what is the final season of downton abbey,the sixth|sixth|six|the sixth series|Six,1.0,1.0,False,"The sixth series of Downton Abbey was confirmed to be the final series on March 26, 2015. It aired in the autumn of 2015 in the UK and Ireland, and in January 2016 in the United States. The final episode aired in the UK on December 25, 2015, on ITV."
gemini-2.5-flash,10,0,which site of an enzyme is called allosteric site,regulatory site,1.0,1.0,False,"An allosteric site is a regulatory site on an enzyme that is distinct from the active site [1, 3, 5, 6]. It is a pocket on the enzyme where a modulator molecule (also known as an allosteric regulator or effector molecule) binds [1, 3, 5, 6]. This binding causes a change in the enzyme's conformation or dynamics, which is then transmitted to the active site, affecting the enzyme's reaction rate [1"
gemini-2.5-flash,10,0,what caused the breakup of the democratic republican party,the disputed 1824 presidential election,1.0,1.0,False,"The Democratic-Republican Party experienced a breakup following the disputed 1824 presidential election. After this election, the separate factions within the party began to take on characteristics of distinct parties. Supporters of Adams, allied with Clay, advocated for modernization, banks, industrial development, and federal spending on internal improvements, while the Old Republicans and Jackson's supporters generally opposed these ideas [1].  Additionally, the Democratic Party later split over the issue of slavery. In 1854, anti"
gemini-2.5-flash,10,0,who sings the song you'll never find another love like mine,Lou Rawls,1.0,1.0,False,"The song ""You'll Never Find Another Love Like Mine"" is performed by R&B singer Lou Rawls."
gemini-2.5-flash,10,0,where was the original flight of the phoenix filmed,"20th Century-Fox Studios|Buttercup Valley, Arizona|Pilot Knob Mesa, California",1.0,1.0,False,"The original 1965 film, ""The Flight of the Phoenix,"" began principal photography on April 26, 1965, at the 20th Century-Fox Studios and 20th Century-Fox Ranch in California. Other filming locations, used to simulate the desert, included Buttercup Valley, Arizona, and Pilot Knob Mesa, California. The flying sequences were specifically filmed at Pilot Knob Mesa near Winterhaven, located in California's Imperial Valley, on"
gemini-2.5-flash,10,0,who warned europe to stay out of the americas,Monroe Doctrine|Roosevelt Corollary,1.0,1.0,False,"President Theodore Roosevelt warned Europe to stay out of the Americas. In his 1904 State of the Union address, he articulated the Roosevelt Corollary, an addition to the Monroe Doctrine. This corollary stated that the United States would intervene in conflicts between European and Latin American countries to enforce legitimate claims of European powers, rather than allowing Europeans to press their claims directly."
gemini-2.5-flash,10,0,where does the formation of atp take place,plasma membrane in bacteria|inner mitochondrial membrane|thylakoid membrane|mitochondrial membrane in eukaryotes,0.0,0.0,False,"The formation of ATP takes place in several locations within a cell:  *   **Mitochondria:**     *   In eukaryotes, oxidative phosphorylation, which produces most of the ATP during aerobic cellular respiration, occurs in the mitochondrial cristae [5].     *   ATP synthase, the enzyme that makes ATP by chemiosmosis, is found in mitochondria [2].     *   The electrochemical gradient across the inner membranes of mitochondria is where most ATP synthesis in respiring cells occurs"
gemini-2.5-flash,10,0,who wrote song what a friend we have in jesus,Charles Crozat Converse|Joseph M. Scriven|William Bolcom,1.0,1.0,False,"Joseph M. Scriven wrote the poem ""What a Friend We Have in Jesus"" in 1855. The tune for the hymn was composed by Charles Crozat Converse in 1868."
gemini-2.5-flash,10,0,who is the guy who walked across the twin towers,Philippe Petit,1.0,1.0,False,"The person who walked across the Twin Towers was Philippe Petit. He is a French high-wire artist who gained fame for his high-wire walk between the Twin Towers of the World Trade Center in New York City on the morning of August 7, 1974."
gemini-2.5-flash,10,0,where do the royalties for winnie the pooh go,"the Slesinger family|Slesinger, Inc.",0.0,1.0,False,"The royalties for Winnie the Pooh go to several beneficiaries. A. A. Milne's trust designated four beneficiaries: The Garrick Club, Westminster School, The Royal Literary Fund, and the A. A. Milne Family. The estate of E. H. Shepard also received a sum from a deal.  In 2009, a federal ruling determined that the Slesinger family had granted all trademark and copyright rights to Disney, but Disney must pay royalties for all future use of"
gemini-2.5-flash,10,0,all the motor neurons that control the skeletal muscles are,efferent nerves|Somatic motor neurons|Somatic,0.0,0.0,False,"All the motor neurons that control the skeletal muscles are located in the ventral horn of the spinal cord and the brainstem. These motor neurons are directly controlled by neural circuits within the spinal cord and by inputs descending from the brain. They send their axons through motor nerves to innervate skeletal muscle fibers at neuromuscular junctions.  There are three main classes of motor neurons: *   **Alpha-motor neurons:** These control extrafusal muscle fibers, leading to movement. They can be further divided into"
